@@@@@@@@@@@@@@@@@@@@, @@@@
STORY_EVENT@1122_236@BUTTON_2, 「負けだと？私は死体の山が積み上がっていくのを待っていただけだ！」
STORY_EVENT@1122_236@BUTTON_3, 「国に呼びかけて、真の主への援軍を呼び出すことにするぞ！」
STORY_EVENT@1122_236@TITLE, 最後のチャンス
STORY_EVENT@1122_237@BODY_FOOTER, 「お願いです、{EventHouseBLord}との戦争を終わらせてください。でなければ… いえ、これ以上は私の力の及ぶところではありません」
STORY_EVENT@1122_237@BODY_HEADER, {EventHouse.Name}の{EventHouseLord.TitleName}が、<<P:EventHouseLord>>についてホトホト憤激した様子で近付いてきます。
STORY_EVENT@1122_237@BODY_LORE, 「偉大なる{PlayerLeader.Name}様、私はここで、慎ましくお願い事をさせていただきたく存じております。私の義理の<<EventHouseBLord{兄/姉}>>であり無能である{EventHouseB}の{EventHouseBLord.Name}とあなた様の間で勃発している戦争は… とても奇妙なものなのです。{EventHouseB}があなた様のような{PlayerLeader.Title}に勝てるわけがないのです。もし向こうが勝ったとしても、多大な犠牲を払うことになってしまうでしょう。我々一族の道義心に沿うとすれば、私は義理の<<EventHouseBLord{兄/姉}>>を救わねばなりません」
STORY_EVENT@1122_237@BUTTON_0, 「断固拒否する。お前の一族からは、無能な愚か者が一人減ることになるだろう！」
STORY_EVENT@1122_237@BUTTON_1, 「とても心が込められた嘆願とは言えぬな。だが、お前は私の心に訴えかけることに成功したぞ[goodact/]」
STORY_EVENT@1122_237@BUTTON_2, 「お前の一族全員を倒したことで、私の名が知れ渡るだろう[influence/]！[evilact/]」
STORY_EVENT@1122_237@TITLE, 家族としての義務
STORY_EVENT@1122_238@BODY_FOOTER, 「同じ支配者として頼みがある… 降伏してくれ！お願いだ…」
STORY_EVENT@1122_238@BODY_HEADER, あなたの敵である{EventHouse.Name}の{EventHouseLord.TitleName}が、あなたのもとにやって来ました。その薄っぺらい自尊心の奥には必死さが透けて見えています。
STORY_EVENT@1122_238@BODY_LORE, 「{PlayerLeader.Name}、我々は戦争をしている。その勝敗はどちらに転んでもおかしくない状態だ。君のような偉大なる{PlayerLeader.Title}にとっては、こんな戦いは君の勝利を増やすだけのものなのだろう。私にとっては、この戦いはそれ以上の意味を持つものなのだ。正直言って、私の臣下たちは、{EventHouseLord.Title}としての私に不信感を抱き始めたのではと心配なのだ。我々の文化では… これは致命的なことだ！」
STORY_EVENT@1122_238@BUTTON_0, 「駄目だ。今すぐ戻り、自分で問題を解決するがいい」
STORY_EVENT@1122_238@BUTTON_1, 「この戦争は、私にとっては取るに足りないもの。いいだろう、お前に勝利をやる[goodact/]」
STORY_EVENT@1122_238@BUTTON_2, 「お前がこの取引をよりオイシくしてくれるのなら… 受けてやっても良い[gold/]」
STORY_EVENT@1122_238@BUTTON_3, 「なんと哀れな奴[influence/]。{EventHouse}の民にも、その哀れさを知らせてやろう[morale/]」
STORY_EVENT@1122_238@TITLE, 降伏してくれ！お願いだ！
STORY_EVENT@1122_240@BODY_FOOTER, 「{PlayerLeader.Title}様、あなたの物語には、あなたが{GLOBAL.GodirLoreConcept.Hyperlink}になる前の話も含まれていなければなりません」。あなたは書記官にどんな話を聞かせてやりますか？
STORY_EVENT@1122_240@BODY_HEADER, 「{PlayerLeader.Title}様？覚えていらっしゃいますか」。かつての人生について回想していたあなたは、若き書記官のその言葉にギクリとさせられました。
STORY_EVENT@1122_240@BODY_LORE, 彼のその率直な質問を耳にしたあなたは、以前の素朴だった人生について思い出すことになりました。人間だった頃、控え目な夢を抱き、平凡な野心を追い求めていたあの頃。昇天するため、あなたは数え切れないほどの世俗的な愛情を犠牲にしてこなければなりませんでした。追憶することからあなたを遠ざけることとなった犠牲。忘却を強いることとなった犠牲。以前の自分に関する記憶は、曖昧なものになってしまったのです。
STORY_EVENT@1122_240@BUTTON_0, 「[matter/]侵略してくる魔法使いの王から我々を守るために、防塁[structureprod/]を作っていた！」
STORY_EVENT@1122_240@BUTTON_1, 「[nature/]魔法使いの王の侵略を受けた時、私は平穏に家庭を[population/]築いていた」
STORY_EVENT@1122_240@BUTTON_2, 「[chaos/]自分の部族[unitprod/]を扇動して、侵略してくる魔法使いの王へ奇襲を仕掛けた！」
STORY_EVENT@1122_240@BUTTON_3, 「[order/]侵略してくる魔法使いの王に抵抗して、自分の奴隷たちを守った[influence/]」
STORY_EVENT@1122_240@BUTTON_4, 「[arcana/]侵略してくる魔法使いの王のアストラルの調和から、パワーを引き出した[mana/]」
STORY_EVENT@1122_240@BUTTON_5, 「[shadow/]農奴[unitprod/]と闇の伝承[knowledge/]を使って侵略してくる魔法使いの王を撃退した」
STORY_EVENT@1122_240@BUTTON_6, 「すべての民を一つの軍の下に統一させた[unit/]」
STORY_EVENT@1122_240@BUTTON_7, 「我々の部族が繁栄していた肥えた土地の測量を行っていた[food/]」
STORY_EVENT@1122_240@BUTTON_8, 「世間で知られていない伝承を研究する学生だった[knowledge/]」
STORY_EVENT@1122_240@BUTTON_9, 「我々の領土に住むすべての民を助けていた仲裁人[happiness/]だった」
STORY_EVENT@1122_240@TITLE, 慎ましき生まれ
STORY_EVENT@1122_241@BODY_FOOTER, 闇の中、あなたがすがってきたものはたった一つのもの、過去の自分の欠片だった。あなたの正気を保ったものは何だったろうか？
STORY_EVENT@1122_241@BODY_HEADER, {GLOBAL.WizardKingLoreConcept.Hyperlink}であった頃、あなたは{GLOBAL.AstralVoidLoreConcept.Hyperlink}を目撃し、その記憶があなたを苦しめました。今となってもなお、自分の意識がその当時に押し戻されていくことがあるのです。
STORY_EVENT@1122_241@BODY_LORE, あなたは、広大な無が広がる虚空で何世紀にも渡って孤独に過ごしてきました。響き渡るかつての恐ろしい囁きによってその深く強い信念を歪められながら、[hyperlink,GLOBAL.ShadowTrialLoreConcept]悪夢のなかで[/hyperlink]生きてきたのです。喪失と狂気に体を貫かれながら、不吉な未来を映す幻想を眺めることもありました。自分の魂が終わりのない虚空に溶けて消えていくように感じたことも一度ではなかったのです。
STORY_EVENT@1122_241@BUTTON_0, 「魔法使いや王たちが感激する帝国を創り上げたのだ！[influence/]」
STORY_EVENT@1122_241@BUTTON_1, 「禁じられて失われていた伝承を自分のものにしたのだ！[knowledge/]」
STORY_EVENT@1122_241@BUTTON_2, 「[order/]熱烈なパラディン軍団を指揮していたのだ！[unit/]」
STORY_EVENT@1122_241@BUTTON_3, 「[chaos/]どう猛な手下の大群を生み出したのだ！[population/]」
STORY_EVENT@1122_241@BUTTON_4, 「[arcana/]秘儀達人だったのだ！[mana/]」
STORY_EVENT@1122_241@BUTTON_5, 「[matter/]ドラゴンたちが羨む前代未聞の宝[gold/]を作り出したのだ」
STORY_EVENT@1122_241@BUTTON_6, 「[nature/]植物と野獣たちの両方を世話して、それらの恵みを楽しんでいたのだ[food/]」
STORY_EVENT@1122_241@BUTTON_7, 「[shadow/]影の中で、無限に臣下たちを作り直していたのだ！[unitprod/]」
STORY_EVENT@1122_241@BUTTON_8, 「貧弱な人間たちが私の気前の良さに大喜びしていたのだ！[happiness/]」
STORY_EVENT@1122_241@BUTTON_9, 「無限の領土に[structureprod/]魔法使いの塔を建てたのだ！」
STORY_EVENT@1122_241@TITLE, 虚空からの残響
STORY_EVENT@1122_242@BODY_FOOTER, {EventCity}の{EventRace}が、新たな{PlayerLeader.Title}を歓迎するために大勢集まってきました。
STORY_EVENT@1122_242@BODY_HEADER, {PlayerLeader.Title}様、{EventCity}の民を栄光へ導くことができる唯一の存在はあなたなのだという確信を得ることとなりました。この都市の{EventRace}があなたの帝国に仲間入りすることになります。
STORY_EVENT@1122_242@BODY_LORE, 今日からあなたは{EventCity}の都市開発を統率することになりました。あなたが要望するものなら何でも{EventRace}が悦んで生産し、彼らはあなたが好む領域に定住します。[hyperlink,GLOBAL.HeroConcept]ヒーロー[/hyperlink]の一人を{GLOBAL.GovernorConcept}として割り当て、資源生産効率を上げることも可能です。最後に、略奪軍が恩寵豊かな{EventCity}に姿を現した場合は、あなたに防衛する責任があります。
STORY_EVENT@1122_242@BUTTON_0, {EventCity}を視察する。
STORY_EVENT@1122_242@BUTTON_1, 統治の方法を{EventCity}に指導する。
STORY_EVENT@1122_242@BUTTON_2, 「我が帝国へようこそ」
STORY_EVENT@1122_242@TITLE, あなたの帝国が{EventCity}を迎え入れました
STORY_EVENT@1122_243@BODY_FOOTER, 倒された{DefeatedPlayer.Title}以上にライバルに対して強い抵抗力を見せなければなりません。
STORY_EVENT@1122_243@BODY_HEADER, 領土中に、こんな噂が突如として広まって行っているようです。「{DefeatedPlayer}が倒された！<<DefeatedPlayer>>の帝国が廃墟と化してしまっている！」
STORY_EVENT@1122_243@BODY_LORE, {DefeatedPlayer.TitleName}が追放されたことで、この世界には真空空間が出来上がることになりました。幸運なことに、{GLOBAL.GodirLoreConcept.Hyperlink}にとっては真空空間とはチャンスを意味するものなのです。
STORY_EVENT@1122_243@BUTTON_0, 見捨てられた{DefeatedRace}に、同情の印として施し物[gold/]を送る。[goodact/]
STORY_EVENT@1122_243@BUTTON_1, 逃げて行く{DefeatedPlayer}の民からゴールド[gold/]を押収する。[evilact/]
STORY_EVENT@1122_243@BUTTON_2, 「時間の問題だったのだ」
STORY_EVENT@1122_243@TITLE, {DefeatedPlayer}が虚空に追放されました
STORY_EVENT@1122_244@BODY_FOOTER, {EventHouse.Name}の戦士が、あなたの軍隊の領地内での意図について尋ねてきました。
STORY_EVENT@1122_244@BODY_FOOTER@HERO_IS_PLAYERLE, {EventHouse.Name}の戦士が、あなたの領地内での意図について尋ねてきました。
STORY_EVENT@1122_244@BODY_HEADER, 鍛錬された戦士の集団が、{EventStructure.Name}近くで影の中から姿を現して来ました。
STORY_EVENT@1122_244@BODY_LORE, 「やあ、そこの旅人よ。お前は今、{EventHouse.Name}の土地を通っている。この土地は血と灰の権利の下に我々のものとなっており、混乱の時代を超えて権利主張された場所である。どのような権利を持って、そしてどんな理由で我々の境界へ足を踏み入れているのだ？」
STORY_EVENT@1122_244@BUTTON_1, 「我々は、お前の統率者である{EventHouseLord.TitleName}との謁見を求めている」
STORY_EVENT@1122_244@BUTTON_1@HERO_IS_PLAYERLE, 「私は、お前の統率者である{EventHouseLord.TitleName}との謁見を求めている」
STORY_EVENT@1122_244@BUTTON_2, 「征服という権利と理由を元にここにいる！覚悟をするがいい！」
STORY_EVENT@1122_244@BUTTON_3, 「平和を求むぞ、戦士よ。我々は危害を加えるつもりはない」
STORY_EVENT@1122_244@BUTTON_3@HERO_IS_PLAYERLE, 「平和を求むぞ、戦士よ。危害を加えるつもりはない」
STORY_EVENT@1122_244@TITLE, 祖先の土地
STORY_EVENT@1122_245@BODY_FOOTER, 鐘が鳴り終わった後、光の球体があなたの返答を待ちながら浮かんでいます。
STORY_EVENT@1122_245@BODY_HEADER, あなたの軍隊が{EventStructure.Name}に到着した時、奇妙な半透明の球体が地面から浮かび上がってきました。すると、虚栄心に満ちた声が聴こえてきます。
STORY_EVENT@1122_245@BODY_HEADER@HERO_IS_PLAYERLE, あなたが{EventStructure.Name}に到着した時、奇妙な半透明の球体が地面から浮かび上がってきました。すると、虚栄心に満ちた声が聴こえてきます。
STORY_EVENT@1122_245@BODY_LORE, 「{EventHouse.Name}の土地へようこそ。{EventHouseLord.TitleName}は、あなたがここに来た理由を求めています。鐘の音が聴こえたらお答えください。その内容によっては、近くにいる護衛達を召喚することになる可能性がありますので、ご注意ください」
STORY_EVENT@1122_245@BUTTON_1, 「我々は、{EventHouseLord.TitleName}と話がしたくてやって来た」
STORY_EVENT@1122_245@BUTTON_1@HERO_IS_PLAYERLE, 「{EventHouseLord.TitleName}と話がしたくてやって来た」
STORY_EVENT@1122_245@BUTTON_2, 「球体よ、護衛を召喚するがよい。我々は戦いに来た！」
STORY_EVENT@1122_245@BUTTON_2@HERO_IS_PLAYERLE, 「球体よ、護衛を召喚するがよい。私は戦いに来た！」
STORY_EVENT@1122_245@BUTTON_3, 「{EventHouseLord.TitleName}には、我々はただの通りすがりだと伝えておけ」
STORY_EVENT@1122_245@BUTTON_3@HERO_IS_PLAYERLE, 「{EventHouseLord.TitleName}には、ただの通りすがりだと伝えておけ」
STORY_EVENT@1122_245@TITLE, 使者
STORY_EVENT@1122_246@BODY_FOOTER, 鐘の音が響いた後に静寂が訪れ… あなたを待つ球体で脈打つ光が、不気味な雰囲気を醸し出しています。
STORY_EVENT@1122_246@BODY_HEADER, 邪悪な色をした半透明の球体が地面から浮かび上がり、虚栄心に満ちた口調であなたの軍隊に話しかけてきました。
STORY_EVENT@1122_246@BODY_HEADER@HERO_IS_PLAYERLE, 邪悪な色をした半透明の球体が地面から浮かび上がり、虚栄心に満ちた口調であなたの軍隊に話しかけてきました。
STORY_EVENT@1122_246@BODY_LORE, 「あなた達は{EventHouse.Name}の土地へ不法侵入をしています。{EventHouseLord.TitleName}がここに護衛を召喚しました。鐘の音が鳴った後にお答えください」
STORY_EVENT@1122_246@BUTTON_1, 「我々は、{EventHouseLord.TitleName}と話がしたい」
STORY_EVENT@1122_246@BUTTON_1@HERO_IS_PLAYERLE, 「{EventHouseLord.TitleName}と話がしたい」
STORY_EVENT@1122_246@BUTTON_2, 武器を構えて護衛たちを待つ…
STORY_EVENT@1122_246@BUTTON_3, 何も言わずに立ち去る。
STORY_EVENT@1122_246@TITLE, 不穏な使者
STORY_EVENT@1122_247@BODY_FOOTER, 無表情の{EventStackLeader.Name}が武器に手を置いたまま、あなたの返答を待っています。
STORY_EVENT@1122_247@BODY_HEADER, あなたの軍隊が{EventStructure.Name}に接近すると、武装したバーバリアンの部隊に遭遇しました。
STORY_EVENT@1122_247@BODY_HEADER@HERO_IS_PLAYERLE, {EventStructure.Name}に接近すると、武装したバーバリアンの部隊に遭遇しました。
STORY_EVENT@1122_247@BODY_LORE, 「{EventHero}か。お前たちのことは知っている。ここに来るべきではない。だが、{EventHouse.Name}はお前たちに贈り物を授けることとしよう。警告という贈り物だ。ここに留まれば、我々の怒りを目の当たりにすることになるであろう」
STORY_EVENT@1122_247@BODY_LORE@HERO_IS_PLAYERLE, 「{PlayerLeader.TitleName}か。お前のことは知っている。ここに来るべきではない。だが、{EventHouse.Name}はお前に贈り物を授けることとしよう。警告という贈り物だ。ここに留まれば、我々の怒りを目の当たりにすることになるであろう」
STORY_EVENT@1122_247@BUTTON_1, 「戦士よ、平和を求む。我々はお前たちの{EventHouseLord.Title}との平和交渉を求めてやって来たのだ」
STORY_EVENT@1122_247@BUTTON_1@HERO_IS_PLAYERLE, 「戦士よ、平和を求む。私はお前たちの{EventHouseLord.Title}との平和交渉を求めてやって来たのだ」
STORY_EVENT@1122_247@BUTTON_2, 「お前たちの挑戦を受けて立とう。戦闘準備だ！」
STORY_EVENT@1122_247@BUTTON_3, 「安心せよ、{EventStackLeader}。我々は争いなど求めていない。ここを立ち去ることとしよう」
STORY_EVENT@1122_247@BUTTON_3@HERO_IS_PLAYERLE, 「安心せよ、{EventStackLeader}。私は争いなど求めていない。ここを立ち去ることとしよう」
STORY_EVENT@1122_247@TITLE, 警告と言う名の贈り物
STORY_EVENT@1122_248@BODY_FOOTER, 自分の意思をハッキリと伝えた{EventStackLeader}が、あなたの返答を待っています。
STORY_EVENT@1122_248@BODY_HEADER, 冷静に厳然たる様子の{EventStackLeader}が、{EventStructure.Name}へ向かおうとするあなたの軍隊の道を阻みます。
STORY_EVENT@1122_248@BODY_HEADER@HERO_IS_PLAYERLE, 冷静に厳然たる様子の{EventStackLeader}が、{EventStructure.Name}へ向かおうとするあなたの道を阻みます。
STORY_EVENT@1122_248@BODY_LORE, {EventStackLeader}は一切言葉を発することなく、立ち上がってあなたに近付いて来ます。近くでは複数の武装した人々がゆったり腰掛けたまま、<<P:EventStackLeader>>を見ています。あなたの軍隊が{EventStackLeader}に近付くと、<<EventStackLeader>>が手を挙げました。腰掛けていた護衛たちも、直立不動の姿勢で立ち上がります。
STORY_EVENT@1122_248@BUTTON_1, 「<<EventStackLeader{Sir/Dame}>>よ、安心しろ。我々はお前たちの{EventHouseLord.Title}との謁見を求めているだけだ」
STORY_EVENT@1122_248@BUTTON_1@HERO_IS_PLAYERLE, 「<<EventStackLeader{Sir/Dame}>>よ、安心しろ。私はお前たちの{EventHouseLord.Title}との謁見を求めているだけだ」
STORY_EVENT@1122_248@BUTTON_2, 何も言わずに、前進して武器を取り出す。
STORY_EVENT@1122_248@BUTTON_3, 何も言わずにその場から離れる。
STORY_EVENT@1122_248@TITLE, 沈黙の騎士
STORY_EVENT@1122_249@BODY_FOOTER, {EventStackLeader}が武器の柄に片手を置いてにらみ付けながら、あなたの返答を待っています。
STORY_EVENT@1122_249@BODY_HEADER, あなたの軍隊が{EventStructure.Name}に接近すると、たくさんの部隊を引き連れ、怒りの形相をした{EventStackLeader}から声を掛けられました。
STORY_EVENT@1122_249@BODY_HEADER@HERO_IS_PLAYERLE, {EventStructure.Name}に接近すると、たくさんの部隊を引き連れ、怒りの形相をした{EventStackLeader}から声を掛けられました。
STORY_EVENT@1122_249@BODY_LORE, 「{EventHouse.Name}の土地に接近するとは、ずぶとい神経をしているな。{EventHouseLord.TitleName}は、お前の王国に対する意見をハッキリとさせていたはず。私の怒りは、今この瞬間だけは掟により和らげることとしよう。お前たちに、逃げ出す機会を1回だけ授けてやるとしよう」
STORY_EVENT@1122_249@BUTTON_1, 「我々はお前たちの{EventHouseLord.Title}との謁見を求める」
STORY_EVENT@1122_249@BUTTON_1@HERO_IS_PLAYERLE, 「お前たちの{EventHouseLord.Title}との謁見を求める」
STORY_EVENT@1122_249@BUTTON_2, 「掟など要らぬ。武器を構えるが良い！」
STORY_EVENT@1122_249@BUTTON_3, 「我々はここで争うことなど望んでおらぬ。さらばだ…」
STORY_EVENT@1122_249@BUTTON_3@HERO_IS_PLAYERLE, 「ここで争うことなど望んでおらぬ。さらばだ…」
STORY_EVENT@1122_249@TITLE, 荒々しい騎士
STORY_EVENT@1122_250@BODY_FOOTER, {EventHero}は、{EventHouse.Name}の部隊が、骸骨の亡霊に対する<<EventHero>>からの返答を待っていることに気が付きました。
STORY_EVENT@1122_250@BODY_FOOTER@HERO_IS_PLAYERLE, {EventHouse.Name}の部隊が、骸骨の亡霊に対するあなたからの返答を待っていることに気が付きました。
STORY_EVENT@1122_250@BODY_HEADER, 大小さまざまな骨の集まりが動き出し、{EventStructure.Name}に近付こうとするあなたの部隊に声を掛けてきました。
STORY_EVENT@1122_250@BODY_HEADER@HERO_IS_PLAYERLE, 大小さまざまな骨の集まりが動き出し、{EventStructure.Name}に近付こうとするあなたに声を掛けてきました。
STORY_EVENT@1122_250@BODY_LORE, ボキボキと折れ、コケで覆われている骨で形を成し、人というよりもクモのような形をしている骸骨の使者が、痩せた手を伸ばしてにんまりとした頭蓋骨を{EventHero}の方へ向けてきました。穴蔵の扉が開く時の引きずる音に似た虚栄心に満ちた声で、骸骨が尋ねてきます。「どのような目的でここに足を踏み入れている？」
STORY_EVENT@1122_250@BODY_LORE@HERO_IS_PLAYERLE, ボキボキと折れ、コケで覆われている骨で形を成し、人というよりもクモのような形をしている骸骨の使者が、痩せた手を伸ばしてにんまりとした頭蓋骨をあなたの方へ向けてきました。穴蔵の扉が開く時の引きずる音に似た虚栄心に満ちた声で、骸骨が尋ねてきます。「どのような目的でここに足を踏み入れている？」
STORY_EVENT@1122_250@BUTTON_1, 「お前の主と話がしたい」
STORY_EVENT@1122_250@BUTTON_1@HERO_IS_PLAYERLE, 「お前の主と話がしたい」
STORY_EVENT@1122_250@BUTTON_2, 「全員殺してしまえ！」
STORY_EVENT@1122_250@BUTTON_3, 「なんと不気味な… ここを立ち去るぞ！」
STORY_EVENT@1122_250@BUTTON_3@HERO_IS_PLAYERLE, 「なんと不気味な… ここを立ち去るぞ！」
STORY_EVENT@1122_250@TITLE, あの世から来た使者
STORY_EVENT@1122_251@BODY_FOOTER, 影が揺らぎ、ジリジリと近付いてきます。返答に残された時間はわずかです。
STORY_EVENT@1122_251@BODY_FOOTER@HERO_IS_PLAYERLE, 影が揺らぎ、ジリジリと近付いてきます。返答に残された時間はわずかです。
STORY_EVENT@1122_251@BODY_HEADER, あなたの部隊が{EventStructure.Name}に近付くにつれ、影がどんどん長くなり、部隊全体を包み込み始めました。
STORY_EVENT@1122_251@BODY_HEADER@HERO_IS_PLAYERLE, {EventStructure.Name}に近付くにつれ、影がどんどん長くなり、あなたを包み込み始めました。
STORY_EVENT@1122_251@BODY_LORE, その影に手足が生え、ギラギラと光る瞳が付いてきました。その影は、まるで何千匹もいるヘビがシューッと音を立てているような声で話し始めます。「{EventHouseLord.TitleName}は、お前が{EventHouse.Name}の敵であると宣言された。ここを立ち去らなければ、死ぬことになる。護衛たちが召喚された」
STORY_EVENT@1122_251@BUTTON_1, 「主を召喚するがいい。我々は<<P:EventHouseLord>>と話をしにきた」
STORY_EVENT@1122_251@BUTTON_1@HERO_IS_PLAYERLE, 「主を召喚するがいい。私は<<P:EventHouseLord>>と話をしにきた」
STORY_EVENT@1122_251@BUTTON_2, 「死ぬのはお前の方だ… 戦闘準備！」
STORY_EVENT@1122_251@BUTTON_3, 「お前は闇の中に留まっておくがいい。我々はここを立ち去ろう…」
STORY_EVENT@1122_251@BUTTON_3@HERO_IS_PLAYERLE, 「お前は闇の中に留まっておくがいい。私はここを立ち去ろう…」
STORY_EVENT@1122_251@TITLE, 影の歩哨
STORY_EVENT@1122_252@BODY_FOOTER, 「お前が来た理由が平穏なものであると良いのだがな。別の意図でここへ来て、お前の品位を落とすことになれば不名誉なことになってしまう」
STORY_EVENT@1122_252@BODY_HEADER, あなたの部隊は、{EventHouse.Name}の部隊が集まって高級食材を大いに楽しみながら、深い哲学的議論を繰り広げている場面に遭遇しました。
STORY_EVENT@1122_252@BODY_HEADER@HERO_IS_PLAYERLE, あなたは、{EventHouse.Name}の部隊が集まって高級食材を大いに楽しみながら、深い哲学的議論を繰り広げている場面に遭遇しました。
STORY_EVENT@1122_252@BODY_LORE, 「ああ、{EventHero.Name}ではないか。よく来たな。どうぞ、この食材と酒を楽しんで行ってくれたまえ。君たちをこの土地に歓迎するぞ」{EventStackLeader}が微笑みながら、優しく同国人たちの方へ手振りをします。「だが訊いておかねばならない… 今日は一体どんな用件でここにやって来たのだ？{EventHouseLord.TitleName}や{EventHouse.Name}の民との会合は予定されていなかったはずだぞ」
STORY_EVENT@1122_252@BODY_LORE@HERO_IS_PLAYERLE, 「ああ、{PlayerLeader.TitleName}ではないか。よく来たな。どうぞ、この食材と酒を楽しんで行ってくれたまえ。君をこの土地に歓迎するぞ」{EventStack.Leader}が微笑みながら、優しく同国人たちの方へ手振りをします。「だが訊いておかねばならない… 今日は一体どんな用件でここにやって来たのだ？{EventHouseLord.TitleName}や{EventHouse.Name}の民との会合は予定されていなかったはずだぞ」
STORY_EVENT@1122_252@BUTTON_1, 「平和を求む。我々は{EventHouseLord.TitleName}と話がしたくてやって来た」
STORY_EVENT@1122_252@BUTTON_1@HERO_IS_PLAYERLE, 「平和を求む。私は{EventHouseLord.TitleName}と話がしたくてやって来た」
STORY_EVENT@1122_252@BUTTON_2, 「残念だ。この宴会はお前たちにとって最後の宴会となる。死ね！」
STORY_EVENT@1122_252@BUTTON_3, 「このまま酒盛りを楽しむと良い。我々はここを立ち去ろう」
STORY_EVENT@1122_252@BUTTON_3@HERO_IS_PLAYERLE, 「このまま酒盛りを楽しむと良い。私はここを立ち去ろう」
STORY_EVENT@1122_252@TITLE, 上流社会
STORY_EVENT@1122_253@BODY_FOOTER, 「教養のある人として話し合うべきか、それともお前にはそれは無理なのだろうか— それとも当然のごとく—我々が武力行使を選ぶことになるのだろうか？」
STORY_EVENT@1122_253@BODY_HEADER, {EventHouse.Name}の{EventStackLeader}が自分の軍隊を脅しています。すると、<<Cp:EventStackLeader>>があなたの軍隊の存在に気付き、見下したようにあきれた表情をしました。
STORY_EVENT@1122_253@BODY_HEADER@HERO_IS_PLAYERLE, {EventHouse.Name}の{EventStackLeader}が自分の軍隊を脅しています。すると、<<Cp:EventStackLeader>>があなたの存在に気付き、見下したようにあきれた表情をしました。
STORY_EVENT@1122_253@BODY_LORE, 「ほほう、お前たち混血児も遂に我々の境界へと足を踏み入れたのだな」と言いながら、{EventStackLeader}がため息をつきます。「私はお前たちが存在しているだけでウンザリしてしまうほどなのだが、{EventHouse.Name}に向けてここまでヨロヨロと進んで来られたことには感心するぞ」
STORY_EVENT@1122_253@BODY_LORE@HERO_IS_PLAYERLE, 「ほほう、お前のような混血児も遂に我々の境界へと足を踏み入れたのだな」と言いながら、{EventStack.Leader}がため息をつきます。「私はお前が存在しているだけでウンザリしてしまうほどなのだが、{EventHouseCity.Name}に向けてここまでヨロヨロと進んで来られたことには感心するぞ」
STORY_EVENT@1122_253@BUTTON_1, 「我々は礼儀をわきまえている。{EventHouseLord.Title}を呼んでくれ」
STORY_EVENT@1122_253@BUTTON_1@HERO_IS_PLAYERLE, 「私は礼儀をわきまえている。{EventHouseLord.Title}を呼んでくれ」
STORY_EVENT@1122_253@BUTTON_2, 「我々は武力行使を選ぶことにしよう！」
STORY_EVENT@1122_253@BUTTON_2@HERO_IS_PLAYERLE, 「武力行使を選ぶことにしよう！」
STORY_EVENT@1122_253@BUTTON_3, 「どちらの選択肢も選ばぬ。我々はただの通りすがりだ」
STORY_EVENT@1122_253@BUTTON_3@HERO_IS_PLAYERLE, 「どちらの選択肢も選ばぬ。私はただの通りすがりだ」
STORY_EVENT@1122_253@TITLE, 庶民よ、立ち去れ
STORY_EVENT@1122_254@BODY_FOOTER, 「{EventHouse.Name}と話し合いがしたいのであれば、私の部隊に命令し、大至急{EventHouseLord}へ警告を出すようにする」
STORY_EVENT@1122_254@BODY_HEADER, {EventHouse.Name}の部隊が、素材を探して{EventStructure.Name}で採掘をしているようです。
STORY_EVENT@1122_254@BODY_LORE, 部隊は熱心に任務をこなしていて、あなたが近づいてもほとんど気づかないくらいです。彼らの効率を数分間観察した後に、{EventStackLeader}の監視者がようやくあなたの軍に気づきました。「お待たせしてしまい申し訳ありません、{EventHero.Name}様。ここ{EventHouse.Name}では、つい仕事に没頭しまいがちでして。正直なところ、現場からあまり長く離れたくないのですが」
STORY_EVENT@1122_254@BODY_LORE@HERO_IS_PLAYERLE, 部隊は熱心に任務をこなしていて、あなたが近づいてもほとんど気づかないくらいです。彼らの効率を数分間観察した後に、{EventStackLeader}の監視者がようやくあなたの軍に気づきました。「お待たせしてしまい申し訳ありません、{PlayerLeader.TitleName}。ここ{EventHouse.Name}では、つい仕事に没頭しまいがちでして。正直なところ、現場からあまり長く離れたくないのですが」
STORY_EVENT@1122_254@BUTTON_1, 「頼む。{EventHouseLord}と話がしたい」
STORY_EVENT@1122_254@BUTTON_1@HERO_IS_PLAYERLE, 「頼む。{EventHouseLord}と話がしたい」
STORY_EVENT@1122_254@BUTTON_2, 「お前たちの次の仕事は命を懸けた戦いだ！」
STORY_EVENT@1122_254@BUTTON_3, 「そのまま仕事を続けなさい。通過しているだけだ」
STORY_EVENT@1122_254@BUTTON_3@HERO_IS_PLAYERLE, 「そのまま仕事を続けなさい。通過しているだけだ」
STORY_EVENT@1122_254@TITLE, 働きバチ
STORY_EVENT@1122_255@BODY_FOOTER, 「わざわざ邪魔してくるとは、よほど理由があるんでしょうね」
STORY_EVENT@1122_255@BODY_HEADER, {EventStructure.Name}を発掘している{EventHouse.Name}家の兵士たちがピタリと作業をやめました。彼らは今、あなたを睨めつけています。
STORY_EVENT@1122_255@BODY_HEADER@HERO_IS_PLAYERLE, {EventStructure.Name}を発掘している{EventHouse.Name}家の兵士たちがピタリと作業をやめました。彼らは今、あなたの軍勢を睨めつけています。
